source_filename,folder_family,inferred_environment,inferred_piece_family,inferred_turn_type,inferred_elevation_type,inferred_special_type,notes
OffRoadSignLeft.png,Valley,Valley,decorative,left,,deco,deco
OffRoadSignRight.png,Valley,Valley,decorative,right,,deco,deco
PodiumDirt.png,Valley,Valley,other,,,,
PodiumParking.png,Valley,Valley,other,,,,
PowerLinesStraight1x4.png,Valley,Valley,straight,,,straight,straight
PowerLinesStraight1x4x2.png,Valley,Valley,straight,,,straight,straight
PowerLinesStraight4x4.png,Valley,Valley,straight,,,straight,straight
RailTrackBridgeGrassCliff2.png,Valley,Valley,bridge,,,bridge,bridge
RailTrackBridgeGrassCliff4.png,Valley,Valley,bridge,,,bridge,bridge
RailTrackBridgeGrassCliff8.png,Valley,Valley,bridge,,,bridge,bridge
RailTrackGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
RailTrackGTCurve3.png,Valley,Valley,curve,,,gtcurve,gtcurve
RailTrackGTCurve4.png,Valley,Valley,curve,,,gtcurve,gtcurve
RailTrackGTDiag2.png,Valley,Valley,border,diag,,border,border
RailTrackGTDiag2_Mirror.png,Valley,Valley,border,diag,,border,border
RailTrackGTDiag3.png,Valley,Valley,border,diag,,border,border
RailTrackGTDiag3_Mirror.png,Valley,Valley,border,diag,,border,border
RailTrackGTDiag4.png,Valley,Valley,border,diag,,border,border
RailTrackGTDiag4_Mirror.png,Valley,Valley,border,diag,,border,border
RailTrackSlope2Base3X1_GrassCliff2.png,Valley,Valley,elevation,,slope,slope,slope
RailTrackSlopeBase3X1_GrassHill.png,Valley,Valley,elevation,,slope,slope,slope
RailTrackSlopeBase6x1.png,Valley,Valley,elevation,,slope,slope,slope
RailTrackSlopeEnd6x1.png,Valley,Valley,elevation,,slope,slope,slope
RailTrackSlopeStart6x1.png,Valley,Valley,start_finish,,slope,start,start
RailTrackSlopeStraight2x1.png,Valley,Valley,straight,,slope,straight,straight
RailTrackStraight.png,Valley,Valley,straight,,,straight,straight
RailTrackTunnelEntry.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTrackTunnelEntryGrassCliff2.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTrackTunnelEntryGrassCliff4.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTrackTunnelEntryGrassCliff8.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTrackXRoad2Way.png,Valley,Valley,border,,,border,border
RailTrackXRoadDirtLarge.png,Valley,Valley,border,,,border,border
RailTrack_Bridge_GrassCliff8.png,Valley,Valley,bridge,,,bridge,bridge
RailTrack_Tunnel_EntryGrassCliff2.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTrack_Tunnel_EntryGrassCliff8.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTunnel_CheckPoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
RailTunnel_GTCurve2.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTunnel_GTCurve3.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTunnel_GTCurve4.png,Valley,Valley,tunnel,,,tunnel,tunnel
RailTunnel_GTDiag2.png,Valley,Valley,tunnel,diag,,tunnel,tunnel
RailTunnel_GTDiag2_Mirror.png,Valley,Valley,tunnel,diag,,tunnel,tunnel
RailTunnel_GTDiag3.png,Valley,Valley,tunnel,diag,,tunnel,tunnel
RailTunnel_GTDiag3_Mirror.png,Valley,Valley,tunnel,diag,,tunnel,tunnel
RailTunnel_GTDiag4.png,Valley,Valley,tunnel,diag,,tunnel,tunnel
RailTunnel_GTDiag4_Mirror.png,Valley,Valley,tunnel,diag,,tunnel,tunnel
RailTunnel_SlopeBase3x1.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
RailTunnel_SlopeEnd3x1.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
RailTunnel_SlopeStart3x1.png,Valley,Valley,start_finish,,slope,start,start
RailTunnel_SlopeStraight2x1.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
RailTunnel_Straight.png,Valley,Valley,tunnel,,,tunnel,tunnel
Road2Way.png,Valley,Valley,other,,,,
Road2WayBiSlope.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayBiSlopeEnd.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayBiSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
Road2WayBridgeGrass.png,Valley,Valley,bridge,,,bridge,bridge
Road2WayBridgeGrassCliff2.png,Valley,Valley,bridge,,,bridge,bridge
Road2WayBridgeGrassCliff4.png,Valley,Valley,bridge,,,bridge,bridge
Road2WayBridgeGrassCliff8.png,Valley,Valley,bridge,,,bridge,bridge
Road2WayBridgeGrassHills.png,Valley,Valley,bridge,,,bridge,bridge
Road2WayCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
Road2WayCheckpointSlopeDown.png,Valley,Valley,checkpoint,,down,checkpoint,checkpoint
Road2WayCheckpointSlopeUp.png,Valley,Valley,checkpoint,,up,checkpoint,checkpoint
Road2WayCliff2Curve3In_HillsLeft.png,Valley,Valley,curve,left,,curve,curve
Road2WayCliff2Curve3In_HillsRight.png,Valley,Valley,curve,right,,curve,curve
Road2WayCliff2Curve3Out_HillsLeft.png,Valley,Valley,curve,left,,curve,curve
Road2WayCliff2Curve3Out_HillsRight.png,Valley,Valley,curve,right,,curve,curve
Road2WayCliff2Curve3_Left.png,Valley,Valley,curve,left,,curve,curve
Road2WayCliff2Curve3_Right.png,Valley,Valley,curve,right,,curve,curve
Road2WayCliff2Straight3.png,Valley,Valley,straight,,,straight,straight
Road2WayCliff2Straight3_HillsLeft.png,Valley,Valley,straight,left,,straight,straight
Road2WayCliff2Straight3_HillsRight.png,Valley,Valley,straight,right,,straight,straight
Road2WayCliff4Curve3In_Left.png,Valley,Valley,curve,left,,curve,curve
Road2WayCliff4Curve3In_Right.png,Valley,Valley,curve,right,,curve,curve
Road2WayCliff4Curve3Out_Left.png,Valley,Valley,curve,left,,curve,curve
Road2WayCliff4Curve3Out_Right.png,Valley,Valley,curve,right,,curve,curve
Road2WayCliff4Side5_Left.png,Valley,Valley,other,left,,,
Road2WayCliff4Side5_Right.png,Valley,Valley,other,right,,,
Road2WayDiag2.png,Valley,Valley,other,diag,,,
Road2WayDiag2Mirror.png,Valley,Valley,other,diag,,,
Road2WayDiag3.png,Valley,Valley,other,diag,,,
Road2WayDiag3Mirror.png,Valley,Valley,other,diag,,,
Road2WayDiag4.png,Valley,Valley,other,diag,,,
Road2WayDiag4Mirror.png,Valley,Valley,other,diag,,,
Road2WayFinish.png,Valley,Valley,start_finish,,,start,start
Road2WayForestCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
Road2WayForestCorner.png,Valley,Valley,curve,,,curve,curve
Road2WayForestCross.png,Valley,Valley,other,,,,
Road2WayForestDeadend.png,Valley,Valley,other,,,,
Road2WayForestDiag2.png,Valley,Valley,other,diag,,,
Road2WayForestDiag2Mirror.png,Valley,Valley,other,diag,,,
Road2WayForestDiag3.png,Valley,Valley,other,diag,,,
Road2WayForestDiag3Mirror.png,Valley,Valley,other,diag,,,
Road2WayForestFinish.png,Valley,Valley,start_finish,,,start,start
Road2WayForestFW.png,Valley,Valley,other,,,,
Road2WayForestGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road2WayForestGTCurve3.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road2WayForestGTCurve3Field.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road2WayForestMultilap.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
Road2WayForestSlopeBase2x1OnHill.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayForestSlopeBase2x1Out.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayForestSlopeBaseOnHill.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayForestSlopeGTCurve2OnHill.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WayForestSlopeGTCurve2OnHillMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WayForestSlopeStartOut.png,Valley,Valley,start_finish,,slope,start,start
Road2WayForestStart.png,Valley,Valley,start_finish,,,start,start
Road2WayForestStraight.png,Valley,Valley,straight,,,straight,straight
Road2WayForestStraightNarrow.png,Valley,Valley,straight,,,straight,straight
Road2WayForestStraightToRoad2Way.png,Valley,Valley,straight,,,straight,straight
Road2WayForestStraightToRoadDirtLarge.png,Valley,Valley,straight,,,straight,straight
Road2WayForestTetrisHill3x2.png,Valley,Valley,elevation,,,slope,slope
Road2WayForestTetrisHill3x2Mirror.png,Valley,Valley,elevation,,,slope,slope
Road2WayForestTShaped.png,Valley,Valley,other,,,,
Road2WayForestTurbo.png,Valley,Valley,special,,,boost,boost
Road2WayForestXRoadDirtLarge.png,Valley,Valley,other,,,,
Road2WayForestXRoadForestLarge.png,Valley,Valley,other,,,,
Road2WayFW.png,Valley,Valley,other,,,,
Road2WayFWSlope.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road2WayGTCurve2Slope.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WayGTCurve2SlopeEnd.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WayGTCurve2SlopeEndMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WayGTCurve2SlopeMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WayGTCurve2SlopeStart.png,Valley,Valley,start_finish,,slope,start,start
Road2WayGTCurve2SlopeStartMirror.png,Valley,Valley,start_finish,,slope,start,start
Road2WayGTCurve3.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road2WayGTCurve4.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road2WayMultilap.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
Road2WaySlopeBase2x1OnHilll.png,Valley,Valley,elevation,,slope,slope,slope
Road2WaySlopeBaseGTCurve2OnHill.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WaySlopeBaseGTCurve2OnHillMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road2WaySlopeStraight.png,Valley,Valley,straight,,slope,straight,straight
Road2WaySlopeUBottomGround.png,Valley,Valley,elevation,,slope,slope,slope
Road2WaySlopeUTopAir.png,Valley,Valley,elevation,,slope,slope,slope
Road2WayStart.png,Valley,Valley,start_finish,,,start,start
Road2WayStraightSupport.png,Valley,Valley,straight,,up,straight,straight
Road2wayStraightSupportPillar.png,Valley,Valley,straight,,up,straight,straight
Road2WayTetrisCliff3x2.png,Valley,Valley,other,,,,
Road2WayTetrisCliff3x2Mirror.png,Valley,Valley,other,,,,
Road2WayTetrisHill3x2.png,Valley,Valley,elevation,,,slope,slope
Road2WayTetrisHill3x2Mirror.png,Valley,Valley,elevation,,,slope,slope
Road2WayToRoadDirt.png,Valley,Valley,other,,,,
Road2WayTurbo.png,Valley,Valley,special,,,boost,boost
Road2WayTurboDown.png,Valley,Valley,special,,down,boost,boost
Road2WayTurboUp.png,Valley,Valley,special,,up,boost,boost
Road2WayWithBirds.png,Valley,Valley,other,,,,
Road2WayWithoutPole.png,Valley,Valley,other,,,,
Road2WayXRoadDirtLarge.png,Valley,Valley,other,,,,
Road2WayXRoadForestLarge.png,Valley,Valley,other,,,,
Road2Way_Straight_InViaduc.png,Valley,Valley,bridge,,,bridge,bridge
Road4Way.png,Valley,Valley,other,,,,
Road4WayBiSlope.png,Valley,Valley,elevation,,slope,slope,slope
Road4WayBiSlopeEnd.png,Valley,Valley,elevation,,slope,slope,slope
Road4wayBiSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
Road4WayBridgeGrass.png,Valley,Valley,bridge,,,bridge,bridge
Road4WayBridgeGrassCliff2.png,Valley,Valley,bridge,,,bridge,bridge
Road4WayBridgeGrassCliff4.png,Valley,Valley,bridge,,,bridge,bridge
Road4WayBridgeGrassCliff8.png,Valley,Valley,bridge,,,bridge,bridge
Road4WayBridgeGrassHills.png,Valley,Valley,bridge,,,bridge,bridge
Road4WayBumper.png,Valley,Valley,elevation,,,slope,slope
Road4WayCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
Road4WayCheckpointDown.png,Valley,Valley,checkpoint,,down,checkpoint,checkpoint
Road4WayCheckpointUp.png,Valley,Valley,checkpoint,,up,checkpoint,checkpoint
Road4WayCrossRoad2Way.png,Valley,Valley,other,,,,
Road4wayDiag3.png,Valley,Valley,other,diag,,,
Road4wayDiag3Mirror.png,Valley,Valley,other,diag,,,
Road4wayDiag4.png,Valley,Valley,other,diag,,,
Road4wayDiag4Mirror.png,Valley,Valley,other,diag,,,
Road4WayEntryGrassSlopeBase2.png,Valley,Valley,elevation,,slope,slope,slope
Road4WayFinish.png,Valley,Valley,start_finish,,,start,start
Road4WayFreeLoopEnd.png,Valley,Valley,special,,,loop,loop
Road4WayFreeLoopStart.png,Valley,Valley,start_finish,,,start,start
Road4WayFreeLoopStraight.png,Valley,Valley,special,,,loop,loop
Road4WayFW.png,Valley,Valley,other,,,,
Road4WayGrassCliff2Straight3.png,Valley,Valley,straight,,,straight,straight
Road4WayGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road4WayGTCurve2Slope.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road4WayGTCurve2SlopeMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road4WayGTCurve3.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road4WayGTCurve3Slope.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road4WayGTCurve3SlopeMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
Road4wayGTCurve4.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road4WayHillCurve2.png,Valley,Valley,curve,,,curve,curve
Road4WayHillCurve2Mirror.png,Valley,Valley,curve,,,curve,curve
Road4WayHillStraight2.png,Valley,Valley,straight,,,straight,straight
Road4WayLooping.png,Valley,Valley,special,,,loop,loop
Road4WayLoopingMirror.png,Valley,Valley,special,,,loop,loop
Road4WayMultiLap.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
Road4WaySlopeBase.png,Valley,Valley,elevation,,slope,slope,slope
Road4WaySlopeFW.png,Valley,Valley,elevation,,slope,slope,slope
Road4WaySlopeStraight.png,Valley,Valley,straight,,slope,straight,straight
Road4WaySlopeUBottom.png,Valley,Valley,elevation,,slope,slope,slope
Road4WaySlopeUTop.png,Valley,Valley,elevation,,slope,slope,slope
Road4WayStart.png,Valley,Valley,start_finish,,,start,start
Road4WayStraightNoLights.png,Valley,Valley,straight,,,straight,straight
Road4WayStraightWithBirds.png,Valley,Valley,straight,,,straight,straight
Road4wayToHighway.png,Valley,Valley,other,,,,
Road4WayToHighwayLeft.png,Valley,Valley,other,left,,,
Road4WayToHighwayNoSign.png,Valley,Valley,decorative,,,deco,deco
Road4WayToHighwayRight.png,Valley,Valley,other,right,,,
Road4WayToRoad2WayCorner.png,Valley,Valley,curve,,,curve,curve
Road4WayToRoad2WayCornerMirror.png,Valley,Valley,curve,,,curve,curve
Road4WayToRoad2WayDiag.png,Valley,Valley,other,diag,,,
Road4WayToRoad2WayDiagMirror.png,Valley,Valley,other,diag,,,
Road4WayToRoad2WayGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road4WayToRoad2WayGTCurve2Mirror.png,Valley,Valley,curve,,,gtcurve,gtcurve
Road4WayToRoad2WayStraight.png,Valley,Valley,straight,,,straight,straight
Road4WayToRoad2WayStraight2x1.png,Valley,Valley,straight,,,straight,straight
Road4WayToRoad2WayStraight2x1Mirror.png,Valley,Valley,straight,,,straight,straight
Road4WayToRoad2WayTShaped.png,Valley,Valley,other,,,,
Road4WayTurbo.png,Valley,Valley,special,,,boost,boost
Road4WayTurboDown.png,Valley,Valley,special,,down,boost,boost
Road4WayTurboUp.png,Valley,Valley,special,,up,boost,boost
Road4wayUbottom.png,Valley,Valley,other,,,,
Road4wayUTop.png,Valley,Valley,other,,,,
RoadCliff2TetrisGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
RoadCliff2TetrisGTCurve2Mirror.png,Valley,Valley,curve,,,gtcurve,gtcurve
RoadCliffRoadDirtLargeArch2x1.png,Valley,Valley,other,,,,
RoadCliffSlopeEnd.png,Valley,Valley,elevation,,slope,slope,slope
RoadCliffSlopeEndGTCurveIn.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
RoadCliffSlopeEndGTCurveInMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
RoadCliffSlopeEndGTCurveOut.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
RoadCliffSlopeEndGTCurveOutMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
RoadCliffSlopeEndMirror.png,Valley,Valley,elevation,,slope,slope,slope
RoadCliffSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
RoadCliffSlopeStartGTCurveIn.png,Valley,Valley,start_finish,,slope,start,start
RoadCliffSlopeStartGTCurveInMirror.png,Valley,Valley,start_finish,,slope,start,start
RoadCliffSlopeStartGTCurveOut.png,Valley,Valley,start_finish,,slope,start,start
RoadCliffSlopeStartGTCurveOutMirror.png,Valley,Valley,start_finish,,slope,start,start
RoadCliffSlopeStartMirror.png,Valley,Valley,start_finish,,slope,start,start
RoadCliffSlopeUBottom.png,Valley,Valley,elevation,,slope,slope,slope
RoadCliffSlopeUBottomCheckPointLeft.png,Valley,Valley,checkpoint,left,slope,checkpoint,checkpoint
RoadCliffSlopeUBottomCheckPointRight.png,Valley,Valley,checkpoint,right,slope,checkpoint,checkpoint
RoadCliffSlopeUBottomx2.png,Valley,Valley,elevation,,slope,slope,slope
RoadCliffSlopeUTop.png,Valley,Valley,elevation,,slope,slope,slope
RoadCliffSlopeUTopCheckPointLeft.png,Valley,Valley,checkpoint,left,slope,checkpoint,checkpoint
RoadCliffSlopeUTopCheckPointRight.png,Valley,Valley,checkpoint,right,slope,checkpoint,checkpoint
RoadCliffSlopeUTopx2.png,Valley,Valley,elevation,,slope,slope,slope
RoadCliffStraightBumpLeft.png,Valley,Valley,straight,left,,straight,straight
RoadCliffStraightBumpRight.png,Valley,Valley,straight,right,,straight,straight
RoadCliffTetrisCliff3x2.png,Valley,Valley,other,,,,
RoadCliffTetrisCliff3x2Mirror.png,Valley,Valley,other,,,,
RoadCliffTetrisSlopeStraight3x3.png,Valley,Valley,straight,,slope,straight,straight
RoadCliffUBottomGT2In.png,Valley,Valley,other,,,,
RoadCliffUBottomGT2Out.png,Valley,Valley,other,,,,
RoadDirt.png,Valley,Valley,other,,,,
RoadDirtCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
RoadDirtCornerSign.png,Valley,Valley,curve,,,curve,curve
RoadDirtDeadendLakeJump.png,Valley,Valley,ramp,,,jump,jump
RoadDirtDeadendLakeJump2.png,Valley,Valley,ramp,,,jump,jump
RoadDirtDiag2x2.png,Valley,Valley,other,diag,,,
RoadDirtDiag2x2Lake.png,Valley,Valley,other,diag,,,
RoadDirtDiag2x2LakeMirror.png,Valley,Valley,other,diag,,,
RoadDirtDiag2x2Mirror.png,Valley,Valley,other,diag,,,
RoadDirtDiag2x2Pond.png,Valley,Valley,other,diag,,,
RoadDirtDiag2x2PondMirror.png,Valley,Valley,other,diag,,,
RoadDirtGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
RoadDirtGTCurve2Lake.png,Valley,Valley,curve,,,gtcurve,gtcurve
RoadDirtGTCurve2Pond.png,Valley,Valley,curve,,,gtcurve,gtcurve
RoadDirtNoTree.png,Valley,Valley,decorative,,,deco,deco
RoadDirtRiverCrossDeepStraightx2.png,Valley,Valley,straight,,,straight,straight
RoadDirtRiverCrossDeepStraightx2Mirror.png,Valley,Valley,straight,,,straight,straight
RoadDirtRiverCrossDiag3x2.png,Valley,Valley,other,diag,,,
RoadDirtRiverCrossDiag3x2Mirror.png,Valley,Valley,other,diag,,,
RoadDirtRiverCrossStraight.png,Valley,Valley,straight,,,straight,straight
RoadDirtToFieldEntry.png,Valley,Valley,other,,,,
RoadDirt_Straight_InViaducPillar.png,Valley,Valley,bridge,,,bridge,bridge
RoadForestLargeBump.png,Valley,Valley,elevation,,,slope,slope
RoadForestLargeCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
RoadForestLargeCorner.png,Valley,Valley,curve,,,curve,curve
RoadForestLargeCornerSignBarrier.png,Valley,Valley,curve,,,curve,curve
RoadForestLargeCross.png,Valley,Valley,other,,,,
RoadForestLargeDeadend.png,Valley,Valley,other,,,,
RoadForestLargeDiag2.png,Valley,Valley,other,diag,,,
RoadForestLargeDiag2Mirror.png,Valley,Valley,other,diag,,,
RoadForestLargeFinish.png,Valley,Valley,start_finish,,,start,start
RoadForestLargeFW.png,Valley,Valley,other,,,,
RoadForestLargeGTCurve2.png,Valley,Valley,curve,,,gtcurve,gtcurve
RoadForestLargeGTCurve2Slope.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
RoadForestLargeGTCurve2SlopeMirror.png,Valley,Valley,curve,,slope,gtcurve,gtcurve
RoadForestLargeMultilap.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
RoadForestLargeSlope.png,Valley,Valley,elevation,,slope,slope,slope
RoadForestLargeSlopeCornerUturn.png,Valley,Valley,curve,,slope,curve,curve
RoadForestLargeSlopeX2.png,Valley,Valley,elevation,,slope,slope,slope
RoadForestLargeStart.png,Valley,Valley,start_finish,,,start,start
RoadForestLargeStartLoop.png,Valley,Valley,start_finish,,,start,start
RoadForestLargeStraight.png,Valley,Valley,straight,,,straight,straight
RoadForestLargeStraightBarrier.png,Valley,Valley,straight,,,straight,straight
RoadForestLargeStraightNarrow.png,Valley,Valley,straight,,,straight,straight
RoadForestLargeStraightObstacle.png,Valley,Valley,straight,,,straight,straight
RoadForestLargeStraightWithBirds.png,Valley,Valley,straight,,,straight,straight
RoadForestLargeToRoadDirt.png,Valley,Valley,other,,,,
RoadForestLargeTurbo.png,Valley,Valley,special,,,boost,boost
TechnicsLightsFront.png,Valley,Valley,other,,,,
TechnicsScreen1x2.png,Valley,Valley,decorative,,,deco,deco
TechnicsScreen1x2Mirror.png,Valley,Valley,decorative,,,deco,deco
TechnicsScreen1x2Pillar.png,Valley,Valley,decorative,,,deco,deco
TechnicsScreenBig1x2Front.png,Valley,Valley,decorative,,,deco,deco
TechnicsScreenLong1x2.png,Valley,Valley,decorative,,,deco,deco
TunnelEntryGrassCliff2.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryGrassCliff4.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryGrassCliff4_1.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryGrassCliff8.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryGrassCliff8_1.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryGrassCliff8_2.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryGrassCliff8_3.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff2.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff4.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff4_1.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff8.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff8_1.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff8_2.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelEntryRoad4WayGrassCliff8_3.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelGTCurve4.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelHighwayFW.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelHighwayGTCurve2.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelHighwayGTCurve3.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelHighwaySwitch.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelHighwaySwitchLeft.png,Valley,Valley,tunnel,left,,tunnel,tunnel
TunnelHighwaySwitchRight.png,Valley,Valley,tunnel,right,,tunnel,tunnel
TunnelHighwayTurbo.png,Valley,Valley,special,,,boost,boost
TunnelRoad4wayBiSlopeEnd.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
TunnelRoad4wayBiSlopeStart.png,Valley,Valley,start_finish,,slope,start,start
TunnelRoad4wayCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
TunnelRoad4wayCheckpointDown.png,Valley,Valley,checkpoint,,down,checkpoint,checkpoint
TunnelRoad4wayCheckpointUp.png,Valley,Valley,checkpoint,,up,checkpoint,checkpoint
TunnelRoad4wayCorner.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4wayCross.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4wayFinish.png,Valley,Valley,start_finish,,,start,start
TunnelRoad4WayFW.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4WayFWUD.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4wayGTCurve2.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4wayGTCurve3.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4wayGTCurve3Slope.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
TunnelRoad4wayGTCurve3SlopeMirror.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
TunnelRoad4waySlopeBase.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
TunnelRoad4waySlopeBaseX2.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
TunnelRoad4waySlopeStraight.png,Valley,Valley,tunnel,,slope,tunnel,tunnel
TunnelRoad4wayStraight.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4wayToHighway.png,Valley,Valley,tunnel,,,tunnel,tunnel
TunnelRoad4WayToHighWayLeft.png,Valley,Valley,tunnel,left,,tunnel,tunnel
TunnelRoad4WayToHighWayRight.png,Valley,Valley,tunnel,right,,tunnel,tunnel
TunnelRoad4WayTurbo.png,Valley,Valley,special,,,boost,boost
TunnelRoad4WayTurboDown.png,Valley,Valley,special,,down,boost,boost
TunnelRoad4WayTurboUp.png,Valley,Valley,special,,up,boost,boost
TunnelStraight.png,Valley,Valley,tunnel,,,tunnel,tunnel
ViaducArchStraightX3.png,Valley,Valley,bridge,,,bridge,bridge
ViaducArchStraightX5.png,Valley,Valley,bridge,,,bridge,bridge
ViaducCheckpoint.png,Valley,Valley,checkpoint,,,checkpoint,checkpoint
ViaducCheckpointSlopeDown.png,Valley,Valley,checkpoint,,down,checkpoint,checkpoint
ViaducCheckpointSlopeUp.png,Valley,Valley,checkpoint,,up,checkpoint,checkpoint
ViaducCurve2.png,Valley,Valley,bridge,,,bridge,bridge
ViaducCurve3.png,Valley,Valley,bridge,,,bridge,bridge
ViaducCurve4.png,Valley,Valley,bridge,,,bridge,bridge
ViaducPillarCurve2.png,Valley,Valley,bridge,,,bridge,bridge
ViaducPillarCurve3.png,Valley,Valley,bridge,,,bridge,bridge
ViaducPillarCurve4.png,Valley,Valley,bridge,,,bridge,bridge
ViaducPillarStraight.png,Valley,Valley,bridge,,,bridge,bridge
ViaducStraight.png,Valley,Valley,bridge,,,bridge,bridge
ViaducToRoad2WayGrassCliff.png,Valley,Valley,bridge,,,bridge,bridge
ViaducToRoad2WayGrassCliff2.png,Valley,Valley,bridge,,,bridge,bridge
